experiment_id,run_id,r2_family,technology_set,grid_carbon_scenario,spatial_resolution,network_mode,fixed_baseline_cap_ratio,co2_cap_mt,actual_emissions_mt,total_system_cost_billion_cny,dual_MAC_CNY_per_tCO2,dual_shadow_price_raw,co2_cap_slack,co2_cap_is_binding,is_valid_result,invalid_reason
R2B_storage_calendar_sensitivity,r2_R2B_storage_calendar_sensitivity_0049_k100_repday_opt_base_with_storage_degradation_liion_8h_LDES_calendar_mid_baseline_capfix0p15,R2B_storage_calendar_sensitivity,base_with_storage_degradation,baseline,k100,node_interface,0.15,0.7240841033663348,0.7240841033663354,6.6522202247737905,14234.479365286716,-14234.479365286716,0.0,True,True,
R2B_storage_calendar_sensitivity,r2_R2B_storage_calendar_sensitivity_0050_k100_repday_opt_base_with_storage_degradation_liion_8h_LDES_calendar_mid_baseline_capfix0p14,R2B_storage_calendar_sensitivity,base_with_storage_degradation,baseline,k100,node_interface,0.14,0.6758118298085793,0.6758118298085806,8.079650952855976,46085.803633736,-46085.803633736,0.0,True,True,
R2C_flexibility_ablation_ramped,r2_R2C_flexibility_ablation_ramped_0051_k100_repday_opt_base_with_storage_degradation_liion_4h_with_degradation_baseline_capfix0p40,R2C_flexibility_ablation_ramped,base_with_storage_degradation,baseline,k100,node_interface,0.4,1.9308909423102263,1.9308909423102258,5.3709271833666525,850.3233316789649,-850.3233316789649,0.0,True,True,
R2C_flexibility_ablation_ramped,r2_R2C_flexibility_ablation_ramped_0052_k100_repday_opt_base_with_storage_degradation_liion_4h_with_degradation_baseline_capfix0p25,R2C_flexibility_ablation_ramped,base_with_storage_degradation,baseline,k100,node_interface,0.25,1.2068068389438917,1.2068068389438946,6.595777846292342,2773.3567110555005,-2773.3567110555005,0.0,True,True,
R2C_flexibility_ablation_ramped,r2_R2C_flexibility_ablation_ramped_0053_k100_repday_opt_base_with_storage_degradation_liion_4h_with_degradation_baseline_capfix0p15,R2C_flexibility_ablation_ramped,base_with_storage_degradation,baseline,k100,node_interface,0.15,0.7240841033663348,0.7240841033663363,10.082958321037948,12785.179159774192,-12785.179159774192,0.0,True,True,
R2C_flexibility_ablation_ramped,r2_R2C_flexibility_ablation_ramped_0054_k100_repday_opt_base_with_storage_degradation_liion_4h_with_degradation_baseline_capfix0p14,R2C_flexibility_ablation_ramped,base_with_storage_degradation,baseline,k100,node_interface,0.14,0.6758118298085793,0.6758118298085811,10.722882634181012,13304.350744154934,-13304.350744154934,0.0,True,True,
R2C_flexibility_ablation_ramped,r2_R2C_flexibility_ablation_ramped_0055_k100_repday_opt_base_with_DR10_liion_4h_with_degradation_baseline_capfix0p40,R2C_flexibility_ablation_ramped,base_with_DR10,baseline,k100,node_interface,0.4,1.9308909423102263,1.930890942310224,5.326101745358302,874.9198406398381,-874.9198406398381,0.0,True,True,
R2C_flexibility_ablation_ramped,r2_R2C_flexibility_ablation_ramped_0056_k100_repday_opt_base_with_DR10_liion_4h_with_degradation_baseline_capfix0p25,R2C_flexibility_ablation_ramped,base_with_DR10,baseline,k100,node_interface,0.25,1.2068068389438917,1.2068068389438917,6.562556693374723,2799.486419222154,-2799.486419222154,0.0,True,True,
R2C_flexibility_ablation_ramped,r2_R2C_flexibility_ablation_ramped_0057_k100_repday_opt_base_with_DR10_liion_4h_with_degradation_baseline_capfix0p15,R2C_flexibility_ablation_ramped,base_with_DR10,baseline,k100,node_interface,0.15,0.7240841033663348,0.7240841033663343,10.045913757638129,12785.179159774192,-12785.179159774192,0.0,True,True,
R2C_flexibility_ablation_ramped,r2_R2C_flexibility_ablation_ramped_0058_k100_repday_opt_base_with_DR10_liion_4h_with_degradation_baseline_capfix0p14,R2C_flexibility_ablation_ramped,base_with_DR10,baseline,k100,node_interface,0.14,0.6758118298085793,0.6758118298085781,10.68666938549897,13304.350744154934,-13304.350744154934,0.0,True,True,
