experiment_id,run_id,r2_family,dataset_id,spatial_resolution,temporal_mode,technology_set,storage_model,storage_model_label,flex_case,network_mode,grid_carbon_scenario,fixed_baseline_reference_ton,fixed_baseline_cap_ratio,co2_cap_ton_config,bess_calendar_ageing_cost_yuan_per_kwh_year,dr_ramp_fraction_per_h,thermal_ramp_fraction_per_h,solver_status,is_valid_result,invalid_reason,runtime_seconds,git_commit,pv_mw,wind_mw,bess_power_mw,bess_energy_mwh,ldes_power_mw,ldes_energy_mwh,grid_expansion_mw,total_grid_interface_mw,E_ref_grid_only_ton,E_lc_unconstrained_ton,E_min_techset_ton,co2_cap_ratio,co2_cap_ton,actual_emissions_ton,reduction_vs_grid_only,reduction_vs_unconstrained_lc,cap_violation_ton,cap_violation_ratio,pv_cost,wind_cost,bess_power_cost,bess_energy_cost,bess_degradation_cost,bess_replacement_proxy_cost,ldes_power_cost,ldes_energy_cost,grid_purchase_cost,grid_expansion_cost,demand_response_cost,ev_flexibility_cost,thermal_flexibility_cost,load_shedding_penalty,total_system_cost,pv_curtailment_mwh,wind_curtailment_mwh,pv_generation_mwh,wind_generation_mwh,bess_charge_mwh,bess_discharge_mwh,bess_throughput_mwh,bess_equivalent_full_cycles,bess_cycling_degradation_cost_yuan,bess_calendar_ageing_cost_yuan,bess_average_duration_h,bess_max_duration_h,ldes_charge_mwh,ldes_discharge_mwh,ldes_equivalent_full_cycles,grid_import_mwh,peak_grid_import_mw,DR_shifted_mwh,DR_peak_reduction_mw,thermal_shifted_mwh,thermal_peak_reduction_mw,EV_charge_mwh,EV_discharge_mwh,co2_cap_mt,actual_emissions_mt,total_system_cost_billion_cny,fixed_cap_ratio_check
R2B_storage_calendar_sensitivity,r2_R2B_storage_calendar_sensitivity_0026_k100_repday_opt_base_with_storage_degradation_liion_4h_calendar_low_baseline_capfix1p00,R2B_storage_calendar_sensitivity,xinwu_k100,k100,repday_opt,base_with_storage_degradation,liion_4h_with_degradation,liion_4h_calendar_low,,node_interface,baseline,4827227.355775566,1.0,4827227.355775566,6.0,0.05,0.05,optimal,True,,4.1064979000075255,873f2d9,2762.580990987424,494.60485452688334,820.8748952754036,3009.8497692872725,0.0,0.0,0.0,3851.261635805,4827227.355775566,2394529.2911707307,674001.4173518054,1.0,4827227.355775566,2394529.2911707307,0.5039534882677981,0.0,0.0,0.0,1287731797.9268453,510564359.44669336,80030311.83498505,503043521.6980883,160151429.93340695,0.0,0.0,0.0,2652632138.732117,0.0,0.0,0.0,0.0,0.0,5194153559.572136,558909.4516393717,111712.06958304415,2733217.709672217,1213121.82941817,1359384.0959331044,1482462.530420562,2841846.626353666,615.6713142079874,142092331.3176833,18059098.615723632,3.6666363980804495,4.0,0.0,0.0,0.0,4005569.239161476,2059.0379753586503,0.0,0.0,0.0,0.0,0.0,0.0,4.827227355775566,2.3945292911707305,5.194153559572136,1.0
R2B_storage_calendar_sensitivity,r2_R2B_storage_calendar_sensitivity_0027_k100_repday_opt_base_with_storage_degradation_liion_4h_calendar_low_baseline_capfix0p40,R2B_storage_calendar_sensitivity,xinwu_k100,k100,repday_opt,base_with_storage_degradation,liion_4h_with_degradation,liion_4h_calendar_low,,node_interface,baseline,4827227.355775566,0.4,1930890.9423102264,6.0,0.05,0.05,optimal,True,,44.838304099976085,873f2d9,3459.8874168211896,521.0836176136836,1271.490311413655,5042.05674997014,0.0,0.0,0.0,3851.261635805,4827227.355775566,2394529.2911707307,674001.4173518054,0.4,1930890.9423102264,1930890.9423102224,0.6000000000000009,0.1936240039201303,0.0,0.0,1612769746.2709074,537897517.6044003,123962575.42199212,842691223.3254771,225404234.8042208,0.0,0.0,0.0,1998063465.5965145,0.0,0.0,0.0,0.0,0.0,5340788763.023512,679881.1423215861,126462.0924082682,3443215.8373351013,1269297.0363393682,1885279.2160594345,2017758.6700285643,3903037.8860879983,500.232040734298,195151894.30439997,30252340.49982084,3.965470050939148,4.000000000000001,0.0,0.0,0.0,3229994.885095721,2029.285935511473,0.0,0.0,0.0,0.0,0.0,0.0,1.9308909423102263,1.9308909423102225,5.340788763023512,0.4
R2B_storage_calendar_sensitivity,r2_R2B_storage_calendar_sensitivity_0028_k100_repday_opt_base_with_storage_degradation_liion_4h_calendar_low_baseline_capfix0p25,R2B_storage_calendar_sensitivity,xinwu_k100,k100,repday_opt,base_with_storage_degradation,liion_4h_with_degradation,liion_4h_calendar_low,,node_interface,baseline,4827227.355775566,0.25,1206806.8389438915,6.0,0.05,0.05,optimal,True,,44.090508900000714,873f2d9,4769.173858609391,512.5399753324078,2924.750754221453,11699.00301688581,0.0,0.0,0.0,3851.261635805,4827227.355775566,2394529.2911707307,674001.4173518054,0.25,1206806.8389438917,1206806.8389438945,0.7499999999999994,0.4960150024500792,2.7939677238464355e-09,2.3151739231868377e-15,2223072137.1096044,529078196.0616431,285145417.70877343,1955282864.2887323,327870963.00416714,0.0,0.0,0.0,1205165311.4684072,0.0,0.0,0.0,0.0,0.0,6525614889.641329,885158.5908586095,186354.92902421605,4798195.797000727,1186519.4528157068,2541006.8691594964,2612532.028897548,5153538.898057045,279.1404559352983,257676944.90285227,70194018.10131486,4.0,4.000000000000001,0.0,0.0,0.0,2018746.8031848343,2141.8271289017057,0.0,0.0,0.0,0.0,0.0,0.0,1.2068068389438917,1.2068068389438944,6.525614889641329,0.25
R2B_storage_calendar_sensitivity,r2_R2B_storage_calendar_sensitivity_0029_k100_repday_opt_base_with_storage_degradation_liion_4h_calendar_low_baseline_capfix0p15,R2B_storage_calendar_sensitivity,xinwu_k100,k100,repday_opt,base_with_storage_degradation,liion_4h_with_degradation,liion_4h_calendar_low,,node_interface,baseline,4827227.355775566,0.15,724084.1033663348,6.0,0.05,0.05,optimal,True,,29.387360199994873,873f2d9,5126.507041934352,856.4955082351825,7044.362493191019,28177.44997276408,0.0,0.0,0.0,3851.261635805,4827227.355775566,2394529.2911707307,674001.4173518054,0.15,724084.1033663348,724084.1033663369,0.8499999999999996,0.6976090014700473,2.0954757928848267e-09,2.893967403983548e-15,2389637137.0582595,884132204.7867155,686782517.352547,4709365833.274609,493468179.8498659,0.0,0.0,0.0,751198955.8829262,0.0,0.0,0.0,0.0,0.0,9914584828.204922,912560.3078520844,687915.863878422,5196622.782333032,1606267.6105997243,3213610.431184984,3274459.1690806462,6488069.600265629,145.26062384307716,324403480.01328146,169064699.83658445,4.0,4.0,0.0,0.0,0.0,1211248.0819109017,1747.265926559557,0.0,0.0,0.0,0.0,0.0,0.0,0.7240841033663348,0.7240841033663369,9.914584828204921,0.15
R2B_storage_calendar_sensitivity,r2_R2B_storage_calendar_sensitivity_0030_k100_repday_opt_base_with_storage_degradation_liion_4h_calendar_low_baseline_capfix0p14,R2B_storage_calendar_sensitivity,xinwu_k100,k100,repday_opt,base_with_storage_degradation,liion_4h_with_degradation,liion_4h_calendar_low,,node_interface,baseline,4827227.355775566,0.14,675811.8298085793,6.0,0.05,0.05,optimal,True,,20.597653700009687,873f2d9,5126.507041934352,856.4955082351825,7822.475814588376,31289.903258353504,0.0,0.0,0.0,3851.261635805,4827227.355775566,2394529.2911707307,674001.4173518054,0.14,675811.8298085793,675811.8298085807,0.8599999999999997,0.7177684013720445,1.3969838619232178e-09,2.067119574273962e-15,2389637137.0582595,884132204.7867155,762643835.7005689,5229557730.518187,520255977.7967539,0.0,0.0,0.0,748978588.555833,0.0,0.0,0.0,0.0,0.0,10535205474.41632,759360.4751363159,637961.5768235347,5349822.615048801,1656221.8976546114,3355943.3373401286,3294387.8275925294,6650331.164932657,131.60746297262128,332516558.2466329,187739419.55012104,4.0,4.0,0.0,0.0,0.0,1130498.2097835075,1411.0084193446844,0.0,0.0,0.0,0.0,0.0,0.0,0.6758118298085793,0.6758118298085807,10.53520547441632,0.14
R2B_storage_calendar_sensitivity,r2_R2B_storage_calendar_sensitivity_0031_k100_repday_opt_base_with_storage_degradation_liion_4h_calendar_mid_baseline_capfix1p00,R2B_storage_calendar_sensitivity,xinwu_k100,k100,repday_opt,base_with_storage_degradation,liion_4h_with_degradation,liion_4h_calendar_mid,,node_interface,baseline,4827227.355775566,1.0,4827227.355775566,12.0,0.05,0.05,optimal,True,,4.040097799996147,873f2d9,2740.974706371748,493.66250150522615,811.9421153082155,2938.0663629606547,0.0,0.0,0.0,3851.261635805,4827227.355775566,2411564.955516815,674001.4173518054,1.0,4827227.355775566,2411564.955516815,0.5004244097532544,0.0,0.0,0.0,1277660382.8894465,509591599.34846246,79159420.09442632,491046186.18769264,174739828.9203869,0.0,0.0,0.0,2679802671.0662584,0.0,0.0,0.0,0.0,0.0,5212000088.506674,556178.224422632,111687.24117212604,2710201.045091268,1210622.4989647116,1334781.7428265042,1454878.9084706767,2789660.651297181,618.9780661576907,139483032.56485906,35256796.355527855,3.618566283934362,4.0,0.0,0.0,0.0,4034066.503039168,2067.2372649295708,0.0,0.0,0.0,0.0,0.0,0.0,4.827227355775566,2.4115649555168153,5.212000088506674,1.0
R2B_storage_calendar_sensitivity,r2_R2B_storage_calendar_sensitivity_0032_k100_repday_opt_base_with_storage_degradation_liion_4h_calendar_mid_baseline_capfix0p40,R2B_storage_calendar_sensitivity,xinwu_k100,k100,repday_opt,base_with_storage_degradation,liion_4h_with_degradation,liion_4h_calendar_mid,,node_interface,baseline,4827227.355775566,0.4,1930890.9423102264,12.0,0.05,0.05,optimal,True,,40.63931830000365,873f2d9,3467.4239660176904,522.2802722305886,1264.697682168321,5014.923457903852,0.0,0.0,0.0,3851.261635805,4827227.355775566,2411564.955516815,674001.4173518054,0.4,1930890.9423102264,1930890.942310226,0.6000000000000001,0.1993203675094779,0.0,0.0,1616282785.0120828,539132784.8937669,123300335.36591004,838156370.1459045,254925781.58647788,0.0,0.0,0.0,1999129126.3625104,0.0,0.0,0.0,0.0,0.0,5370927183.3666525,689810.1404191359,126582.87758260289,3442268.0341394586,1272381.574742758,1882295.6415356284,2012638.3602970045,3894934.001832633,501.66228288214273,194746700.09163165,60179081.49484623,3.96531402612028,4.0,0.0,0.0,0.0,3229994.885095728,2013.4517532876528,0.0,0.0,0.0,0.0,0.0,0.0,1.9308909423102263,1.9308909423102258,5.3709271833666525,0.4
R2B_storage_calendar_sensitivity,r2_R2B_storage_calendar_sensitivity_0033_k100_repday_opt_base_with_storage_degradation_liion_4h_calendar_mid_baseline_capfix0p25,R2B_storage_calendar_sensitivity,xinwu_k100,k100,repday_opt,base_with_storage_degradation,liion_4h_with_degradation,liion_4h_calendar_mid,,node_interface,baseline,4827227.355775566,0.25,1206806.8389438915,12.0,0.05,0.05,optimal,True,,24.90754439999,873f2d9,4772.042311790851,512.293663525492,2922.244226186648,11688.97690474659,0.0,0.0,0.0,3851.261635805,4827227.355775566,2411564.955516815,674001.4173518054,0.25,1206806.8389438917,1206806.8389438947,0.7499999999999993,0.4995752296934221,3.2596290111541752e-09,2.7010362437179777e-15,2224409219.49187,528823936.4667945,284901046.4636505,1953607175.7507465,397912571.1836051,0.0,0.0,0.0,1206123896.9356756,0.0,0.0,0.0,0.0,0.0,6595777846.292342,887210.3376036449,186121.11160005664,4799562.343750234,1186093.506736658,2541156.2037326624,2611740.7628002563,5152896.966532919,279.2952693896264,257644848.326646,140267722.85695907,4.0,4.0,0.0,0.0,0.0,2018746.8031848352,2136.097314570276,0.0,0.0,0.0,0.0,0.0,0.0,1.2068068389438917,1.2068068389438946,6.595777846292342,0.25
R2B_storage_calendar_sensitivity,r2_R2B_storage_calendar_sensitivity_0034_k100_repday_opt_base_with_storage_degradation_liion_4h_calendar_mid_baseline_capfix0p15,R2B_storage_calendar_sensitivity,xinwu_k100,k100,repday_opt,base_with_storage_degradation,liion_4h_with_degradation,liion_4h_calendar_mid,,node_interface,baseline,4827227.355775566,0.15,724084.1033663348,12.0,0.05,0.05,optimal,True,,31.709915999992518,873f2d9,5126.384889924386,856.6098581920811,7007.022322965783,28028.089291863133,0.0,0.0,0.0,3851.261635805,4827227.355775566,2411564.955516815,674001.4173518054,0.15,724084.1033663348,724084.1033663363,0.8499999999999996,0.6997451378160535,1.5133991837501524e-09,2.090087569543673e-15,2389580197.9031987,884250244.4944991,683142077.7626697,4684402818.94402,654135154.2962382,0.0,0.0,0.0,787447827.637323,0.0,0.0,0.0,0.0,0.0,10082958321.037949,921577.5832935072,689422.3393297273,5187459.940136776,1605067.4295526529,3142374.9473693105,3213586.708508301,6355961.6558776125,143.3199153822288,317798082.79388064,336337071.5023576,4.0,4.0,0.0,0.0,0.0,1211248.0819109003,1552.9649630944866,0.0,0.0,0.0,0.0,0.0,0.0,0.7240841033663348,0.7240841033663363,10.082958321037948,0.15
R2B_storage_calendar_sensitivity,r2_R2B_storage_calendar_sensitivity_0035_k100_repday_opt_base_with_storage_degradation_liion_4h_calendar_mid_baseline_capfix0p14,R2B_storage_calendar_sensitivity,xinwu_k100,k100,repday_opt,base_with_storage_degradation,liion_4h_with_degradation,liion_4h_calendar_mid,,node_interface,baseline,4827227.355775566,0.14,675811.8298085793,12.0,0.05,0.05,optimal,True,,29.339145200006897,873f2d9,5126.223180569199,856.7612389004349,7817.268834873625,31269.0753394945,0.0,0.0,0.0,3851.261635805,4827227.355775566,2411564.955516815,674001.4173518054,0.14,675811.8298085793,675811.8298085812,0.8599999999999997,0.7197621286283165,1.862645149230957e-09,2.756159432365283e-15,2389504819.740757,884406509.8317392,762136186.8338677,5226076709.717951,707664593.1833723,0.0,0.0,0.0,753093814.8733249,0.0,0.0,0.0,0.0,0.0,10722882634.181011,759490.914618606,639606.194711231,5349353.902149979,1655289.058048322,3354433.869715627,3294279.912473139,6648713.782188766,131.69081099722706,332435689.1094383,375228904.073934,4.0,4.0,0.0,0.0,0.0,1130498.2097835082,1411.0084193446844,0.0,0.0,0.0,0.0,0.0,0.0,0.6758118298085793,0.6758118298085811,10.722882634181012,0.14
